flight_id,year,month,day,date,dep_hour,dep_minute,carrier,airline_name,airline_type,flight_number,origin,dest,distance_mi,flight_type,cancelled,diverted,dep_delay_min,arr_delay_min,is_delayed,delay_cause,flight_time_min,taxi_out_min,taxi_in_min,gate_turnaround_min,wheels_off,wheels_on
4039,2022,6,29,2022-06-29,15,15,UA,United Airlines,Legacy,UA8111,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,184.0,22.0,6.0,34.0,937.0,1121.0
4040,2022,6,20,2022-06-20,10,15,UA,United Airlines,Legacy,UA2339,IAH,LAX,1379,Domestic,0,0,35.0,37.0,1,carrier,198.0,14.0,8.0,46.0,664.0,862.0
4041,2022,6,11,2022-06-11,21,45,UA,United Airlines,Legacy,UA8492,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,192.0,23.0,5.0,35.0,1328.0,1520.0
4042,2022,6,5,2022-06-05,6,0,UA,United Airlines,Legacy,UA6547,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,203.0,13.0,8.0,30.0,373.0,576.0
4043,2022,7,21,2022-07-21,7,45,UA,United Airlines,Legacy,UA4714,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,189.0,12.0,8.0,34.0,477.0,666.0
4044,2022,7,4,2022-07-04,5,0,B6,JetBlue Airways,LCC,B65874,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,197.0,8.0,3.0,44.0,308.0,505.0
4045,2022,7,16,2022-07-16,6,0,WN,Southwest Airlines,LCC,WN4979,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,195.0,15.0,4.0,53.0,375.0,570.0
4046,2022,7,25,2022-07-25,7,0,UA,United Airlines,Legacy,UA7986,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,195.0,14.0,10.0,45.0,434.0,629.0
4047,2022,7,28,2022-07-28,6,30,UA,United Airlines,Legacy,UA4162,IAH,LAX,1379,Domestic,0,0,15.0,24.0,1,nas,190.0,13.0,11.0,46.0,418.0,608.0
4048,2022,7,10,2022-07-10,5,45,UA,United Airlines,Legacy,UA9568,IAH,LAX,1379,Domestic,0,0,15.0,33.0,1,carrier,194.0,11.0,6.0,62.0,371.0,565.0
4049,2022,7,1,2022-07-01,8,30,UA,United Airlines,Legacy,UA4712,IAH,LAX,1379,Domestic,0,0,15.0,20.0,1,carrier,200.0,8.0,6.0,41.0,533.0,733.0
4050,2022,7,15,2022-07-15,11,45,UA,United Airlines,Legacy,UA9397,IAH,LAX,1379,Domestic,0,0,54.0,69.0,1,late_aircraft,201.0,13.0,3.0,53.0,772.0,973.0
4051,2022,7,4,2022-07-04,17,15,F9,Frontier Airlines,ULCC,F94121,IAH,LAX,1379,Domestic,0,0,15.0,20.0,1,late_aircraft,193.0,22.0,6.0,54.0,1072.0,1265.0
4052,2022,7,1,2022-07-01,20,45,F9,Frontier Airlines,ULCC,F95004,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,185.0,18.0,11.0,56.0,1263.0,1448.0
4053,2022,7,3,2022-07-03,22,15,UA,United Airlines,Legacy,UA6537,IAH,LAX,1379,Domestic,0,0,20.0,32.0,1,carrier,187.0,5.0,9.0,25.0,1360.0,1547.0
4054,2022,7,2,2022-07-02,6,15,UA,United Airlines,Legacy,UA6008,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,193.0,15.0,10.0,34.0,390.0,583.0
4055,2022,7,27,2022-07-27,22,30,UA,United Airlines,Legacy,UA4995,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,210.0,36.0,5.0,36.0,1386.0,1596.0
4056,2022,7,20,2022-07-20,22,30,DL,Delta Air Lines,Legacy,DL2352,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,199.0,35.0,11.0,33.0,1385.0,1584.0
4057,2022,7,11,2022-07-11,11,30,UA,United Airlines,Legacy,UA9007,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,196.0,14.0,6.0,29.0,704.0,900.0
4058,2022,7,27,2022-07-27,5,30,UA,United Airlines,Legacy,UA7288,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,201.0,10.0,12.0,45.0,340.0,541.0
4059,2022,7,16,2022-07-16,17,15,UA,United Airlines,Legacy,UA267,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,193.0,25.0,6.0,49.0,1060.0,1253.0
4060,2022,7,27,2022-07-27,10,45,UA,United Airlines,Legacy,UA9603,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,187.0,17.0,12.0,48.0,662.0,849.0
4061,2022,7,22,2022-07-22,20,0,UA,United Airlines,Legacy,UA5587,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,193.0,20.0,9.0,51.0,1220.0,1413.0
4062,2022,7,27,2022-07-27,19,30,UA,United Airlines,Legacy,UA1533,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,199.0,24.0,9.0,46.0,1194.0,1393.0
4063,2022,7,24,2022-07-24,19,0,NK,Spirit Airlines,ULCC,NK9734,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,199.0,30.0,7.0,43.0,1170.0,1369.0
4064,2022,7,2,2022-07-02,21,0,AA,American Airlines,Legacy,AA9729,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,192.0,27.0,10.0,47.0,1287.0,1479.0
4065,2022,7,4,2022-07-04,11,45,UA,United Airlines,Legacy,UA7427,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,191.0,17.0,9.0,62.0,722.0,913.0
4066,2022,7,5,2022-07-05,6,0,UA,United Airlines,Legacy,UA9223,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,193.0,12.0,3.0,22.0,372.0,565.0
4067,2022,7,10,2022-07-10,7,0,UA,United Airlines,Legacy,UA4340,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,192.0,12.0,7.0,50.0,432.0,624.0
4068,2022,7,17,2022-07-17,15,0,WN,Southwest Airlines,LCC,WN4811,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,198.0,20.0,7.0,40.0,920.0,1118.0
4069,2022,7,25,2022-07-25,17,45,UA,United Airlines,Legacy,UA6603,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,195.0,18.0,6.0,34.0,1083.0,1278.0
4070,2022,7,1,2022-07-01,6,45,UA,United Airlines,Legacy,UA6986,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,191.0,12.0,7.0,54.0,417.0,608.0
4071,2022,7,26,2022-07-26,16,15,UA,United Airlines,Legacy,UA2369,IAH,LAX,1379,Domestic,0,0,64.0,75.0,1,late_aircraft,195.0,29.0,5.0,58.0,1068.0,1263.0
4072,2022,7,6,2022-07-06,9,0,UA,United Airlines,Legacy,UA3014,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,186.0,19.0,7.0,59.0,559.0,745.0
4073,2022,7,15,2022-07-15,8,15,UA,United Airlines,Legacy,UA9094,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,199.0,15.0,3.0,62.0,510.0,709.0
4074,2022,7,20,2022-07-20,14,0,DL,Delta Air Lines,Legacy,DL7860,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,197.0,19.0,8.0,49.0,859.0,1056.0
4075,2022,7,5,2022-07-05,18,15,UA,United Airlines,Legacy,UA5859,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,191.0,26.0,7.0,51.0,1121.0,1312.0
4076,2022,7,30,2022-07-30,19,0,F9,Frontier Airlines,ULCC,F95526,IAH,LAX,1379,Domestic,0,0,85.0,92.0,1,carrier,194.0,31.0,6.0,44.0,1256.0,1450.0
4077,2022,7,1,2022-07-01,16,45,DL,Delta Air Lines,Legacy,DL9732,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,192.0,22.0,13.0,34.0,1027.0,1219.0
4078,2022,7,12,2022-07-12,14,0,UA,United Airlines,Legacy,UA1191,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,189.0,14.0,6.0,45.0,854.0,1043.0
4079,2022,7,31,2022-07-31,8,45,UA,United Airlines,Legacy,UA1661,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,198.0,13.0,13.0,48.0,538.0,736.0
4080,2022,7,8,2022-07-08,12,0,UA,United Airlines,Legacy,UA4506,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,200.0,25.0,8.0,47.0,745.0,945.0
4081,2022,7,9,2022-07-09,19,45,UA,United Airlines,Legacy,UA9869,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,197.0,34.0,9.0,27.0,1219.0,1416.0
4082,2022,7,4,2022-07-04,20,30,UA,United Airlines,Legacy,UA8341,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,191.0,33.0,6.0,51.0,1263.0,1454.0
4083,2022,7,17,2022-07-17,10,30,UA,United Airlines,Legacy,UA7601,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,185.0,18.0,12.0,29.0,648.0,833.0
4084,2022,7,4,2022-07-04,11,45,AS,Alaska Airlines,Legacy,AS972,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,189.0,19.0,9.0,44.0,724.0,913.0
4085,2022,7,22,2022-07-22,17,0,B6,JetBlue Airways,LCC,B65271,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,190.0,26.0,4.0,44.0,1046.0,1236.0
4086,2022,7,2,2022-07-02,7,15,DL,Delta Air Lines,Legacy,DL9170,IAH,LAX,1379,Domestic,0,0,24.0,41.0,1,weather,187.0,13.0,11.0,62.0,472.0,659.0
4087,2022,7,25,2022-07-25,6,15,B6,JetBlue Airways,LCC,B69540,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,194.0,8.0,7.0,56.0,383.0,577.0
4088,2022,7,19,2022-07-19,15,0,NK,Spirit Airlines,ULCC,NK8016,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,190.0,24.0,13.0,54.0,924.0,1114.0
4089,2022,7,25,2022-07-25,21,30,UA,United Airlines,Legacy,UA9521,IAH,LAX,1379,Domestic,0,0,15.0,21.0,1,nas,192.0,20.0,11.0,48.0,1325.0,1517.0
4090,2022,7,5,2022-07-05,12,45,UA,United Airlines,Legacy,UA5459,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,202.0,18.0,12.0,44.0,783.0,985.0
4091,2022,7,23,2022-07-23,5,0,UA,United Airlines,Legacy,UA8710,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,195.0,18.0,14.0,41.0,318.0,513.0
4092,2022,7,11,2022-07-11,21,0,UA,United Airlines,Legacy,UA9804,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,202.0,29.0,8.0,56.0,1289.0,1491.0
4093,2022,7,19,2022-07-19,13,30,B6,JetBlue Airways,LCC,B61235,IAH,LAX,1379,Domestic,0,0,15.0,21.0,1,late_aircraft,190.0,25.0,3.0,49.0,850.0,1040.0
4094,2022,7,7,2022-07-07,7,0,UA,United Airlines,Legacy,UA9413,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,181.0,13.0,6.0,54.0,433.0,614.0
4095,2022,7,31,2022-07-31,11,0,UA,United Airlines,Legacy,UA1431,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,189.0,11.0,5.0,69.0,671.0,860.0
4096,2022,7,13,2022-07-13,22,45,UA,United Airlines,Legacy,UA9969,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,191.0,18.0,9.0,50.0,1383.0,1574.0
4097,2022,7,1,2022-07-01,5,45,UA,United Airlines,Legacy,UA2120,IAH,LAX,1379,Domestic,0,0,38.0,33.0,1,nas,190.0,16.0,4.0,51.0,399.0,589.0
4098,2022,7,6,2022-07-06,6,30,WN,Southwest Airlines,LCC,WN3929,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,196.0,7.0,3.0,23.0,397.0,593.0
4099,2022,7,18,2022-07-18,20,45,UA,United Airlines,Legacy,UA8274,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,199.0,9.0,10.0,56.0,1254.0,1453.0
4100,2022,7,8,2022-07-08,15,15,UA,United Airlines,Legacy,UA9946,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,193.0,18.0,11.0,56.0,933.0,1126.0
4101,2022,7,18,2022-07-18,21,45,UA,United Airlines,Legacy,UA1354,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,197.0,28.0,6.0,35.0,1333.0,1530.0
4102,2022,7,4,2022-07-04,9,15,UA,United Airlines,Legacy,UA2900,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,201.0,13.0,9.0,41.0,568.0,769.0
4103,2022,7,22,2022-07-22,22,45,UA,United Airlines,Legacy,UA9437,IAH,LAX,1379,Domestic,0,0,60.0,67.0,1,late_aircraft,194.0,22.0,5.0,58.0,1447.0,1641.0
4104,2022,7,27,2022-07-27,7,0,UA,United Airlines,Legacy,UA3849,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,200.0,9.0,7.0,37.0,429.0,629.0
4105,2022,7,4,2022-07-04,6,15,UA,United Airlines,Legacy,UA6273,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,198.0,7.0,5.0,27.0,382.0,580.0
4106,2022,7,24,2022-07-24,5,30,UA,United Airlines,Legacy,UA5289,IAH,LAX,1379,Domestic,0,0,15.0,25.0,1,carrier,195.0,21.0,7.0,62.0,366.0,561.0
4107,2022,7,4,2022-07-04,9,0,UA,United Airlines,Legacy,UA7628,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,187.0,17.0,3.0,45.0,557.0,744.0
4108,2022,7,20,2022-07-20,18,15,UA,United Airlines,Legacy,UA3740,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,184.0,14.0,8.0,24.0,1109.0,1293.0
4109,2022,7,26,2022-07-26,16,15,B6,JetBlue Airways,LCC,B61059,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,190.0,37.0,15.0,41.0,1012.0,1202.0
4110,2022,7,25,2022-07-25,12,30,UA,United Airlines,Legacy,UA5058,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,193.0,26.0,3.0,28.0,776.0,969.0
4111,2022,7,22,2022-07-22,13,0,UA,United Airlines,Legacy,UA8988,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,190.0,18.0,7.0,64.0,798.0,988.0
4112,2022,7,9,2022-07-09,9,15,NK,Spirit Airlines,ULCC,NK8678,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,184.0,15.0,9.0,76.0,570.0,754.0
4113,2022,7,25,2022-07-25,6,0,UA,United Airlines,Legacy,UA3744,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,195.0,19.0,3.0,70.0,379.0,574.0
4114,2022,8,1,2022-08-01,8,30,UA,United Airlines,Legacy,UA4935,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,190.0,16.0,7.0,52.0,526.0,716.0
4115,2022,8,16,2022-08-16,6,45,UA,United Airlines,Legacy,UA9416,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,199.0,9.0,10.0,57.0,414.0,613.0
4116,2022,8,23,2022-08-23,13,45,UA,United Airlines,Legacy,UA4561,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,201.0,21.0,5.0,60.0,846.0,1047.0
4117,2022,8,14,2022-08-14,6,0,UA,United Airlines,Legacy,UA2666,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,192.0,7.0,7.0,50.0,367.0,559.0
4118,2022,8,9,2022-08-09,11,15,UA,United Airlines,Legacy,UA6433,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,195.0,8.0,6.0,34.0,683.0,878.0
4119,2022,8,10,2022-08-10,15,0,UA,United Airlines,Legacy,UA7041,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,176.0,38.0,9.0,58.0,938.0,1114.0
4120,2022,8,9,2022-08-09,20,45,UA,United Airlines,Legacy,UA5154,IAH,LAX,1379,Domestic,0,0,77.0,91.0,1,late_aircraft,189.0,31.0,3.0,47.0,1353.0,1542.0
4121,2022,8,21,2022-08-21,7,45,UA,United Airlines,Legacy,UA9287,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,184.0,10.0,3.0,72.0,475.0,659.0
4122,2022,8,13,2022-08-13,11,0,UA,United Airlines,Legacy,UA4368,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,199.0,19.0,10.0,30.0,679.0,878.0
4123,2022,8,10,2022-08-10,10,15,WN,Southwest Airlines,LCC,WN6986,IAH,LAX,1379,Domestic,0,0,35.0,47.0,1,weather,181.0,21.0,5.0,34.0,671.0,852.0
4124,2022,8,13,2022-08-13,17,0,UA,United Airlines,Legacy,UA7664,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,194.0,27.0,15.0,46.0,1047.0,1241.0
4125,2022,8,17,2022-08-17,15,15,DL,Delta Air Lines,Legacy,DL2142,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,195.0,28.0,5.0,60.0,943.0,1138.0
4126,2022,8,21,2022-08-21,15,15,UA,United Airlines,Legacy,UA7629,IAH,LAX,1379,Domestic,0,0,97.0,108.0,1,carrier,196.0,10.0,7.0,48.0,1022.0,1218.0
4127,2022,8,16,2022-08-16,20,0,AS,Alaska Airlines,Legacy,AS2456,IAH,LAX,1379,Domestic,0,0,99.0,102.0,1,late_aircraft,196.0,26.0,5.0,45.0,1325.0,1521.0
4128,2022,8,7,2022-08-07,8,45,DL,Delta Air Lines,Legacy,DL8499,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,197.0,12.0,13.0,38.0,537.0,734.0
4129,2022,8,1,2022-08-01,6,30,UA,United Airlines,Legacy,UA8217,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,193.0,6.0,13.0,17.0,396.0,589.0
4130,2022,8,5,2022-08-05,6,45,UA,United Airlines,Legacy,UA5809,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,200.0,16.0,7.0,45.0,421.0,621.0
4131,2022,8,18,2022-08-18,8,0,UA,United Airlines,Legacy,UA3853,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,196.0,15.0,9.0,51.0,495.0,691.0
4132,2022,8,19,2022-08-19,7,0,UA,United Airlines,Legacy,UA226,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,200.0,8.0,11.0,53.0,428.0,628.0
4133,2022,8,9,2022-08-09,8,15,F9,Frontier Airlines,ULCC,F9475,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,193.0,5.0,5.0,52.0,500.0,693.0
4134,2022,8,19,2022-08-19,13,15,AS,Alaska Airlines,Legacy,AS5486,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,194.0,26.0,13.0,55.0,821.0,1015.0
4135,2022,8,12,2022-08-12,9,45,UA,United Airlines,Legacy,UA4748,IAH,LAX,1379,Domestic,0,0,35.0,43.0,1,nas,196.0,16.0,10.0,50.0,636.0,832.0
4136,2022,8,12,2022-08-12,8,0,UA,United Airlines,Legacy,UA6603,IAH,LAX,1379,Domestic,0,0,20.0,22.0,1,nas,205.0,16.0,6.0,32.0,516.0,721.0
4137,2022,8,9,2022-08-09,10,0,UA,United Airlines,Legacy,UA3884,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,203.0,10.0,6.0,41.0,610.0,813.0
4138,2022,8,21,2022-08-21,8,15,UA,United Airlines,Legacy,UA7248,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,192.0,8.0,4.0,52.0,503.0,695.0
4139,2022,8,2,2022-08-02,16,45,DL,Delta Air Lines,Legacy,DL836,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,191.0,32.0,11.0,33.0,1037.0,1228.0
4140,2022,8,18,2022-08-18,8,30,UA,United Airlines,Legacy,UA613,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,180.0,14.0,10.0,56.0,524.0,704.0
4141,2022,8,27,2022-08-27,13,0,AS,Alaska Airlines,Legacy,AS1598,IAH,LAX,1379,Domestic,0,0,15.0,14.0,1,carrier,197.0,24.0,6.0,51.0,819.0,1016.0
4142,2022,8,24,2022-08-24,11,30,UA,United Airlines,Legacy,UA1582,IAH,LAX,1379,Domestic,0,0,15.0,15.0,1,carrier,199.0,7.0,8.0,50.0,712.0,911.0
4143,2022,8,10,2022-08-10,5,30,UA,United Airlines,Legacy,UA6757,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,191.0,14.0,8.0,31.0,344.0,535.0
4144,2022,8,20,2022-08-20,9,45,F9,Frontier Airlines,ULCC,F97032,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,197.0,18.0,6.0,45.0,603.0,800.0
4145,2022,8,25,2022-08-25,9,30,NK,Spirit Airlines,ULCC,NK1791,IAH,LAX,1379,Domestic,0,0,15.0,32.0,1,nas,189.0,18.0,10.0,32.0,603.0,792.0
4146,2022,8,31,2022-08-31,18,30,UA,United Airlines,Legacy,UA3317,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,198.0,20.0,6.0,43.0,1130.0,1328.0
4147,2022,8,13,2022-08-13,8,45,UA,United Airlines,Legacy,UA9444,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,193.0,12.0,10.0,44.0,537.0,730.0
4148,2022,8,25,2022-08-25,17,0,UA,United Airlines,Legacy,UA4480,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,204.0,12.0,11.0,37.0,1032.0,1236.0
4149,2022,8,20,2022-08-20,11,30,UA,United Airlines,Legacy,UA6636,IAH,LAX,1379,Domestic,1,0,,,0,,,,,,,
4150,2022,8,16,2022-08-16,5,0,UA,United Airlines,Legacy,UA5080,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,197.0,13.0,6.0,51.0,313.0,510.0
4151,2022,8,24,2022-08-24,6,15,UA,United Airlines,Legacy,UA4761,IAH,LAX,1379,Domestic,0,0,15.0,17.0,1,nas,195.0,17.0,9.0,41.0,407.0,602.0
4152,2022,8,15,2022-08-15,15,0,B6,JetBlue Airways,LCC,B69073,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,192.0,28.0,9.0,22.0,928.0,1120.0
4153,2022,8,5,2022-08-05,22,30,UA,United Airlines,Legacy,UA4110,IAH,LAX,1379,Domestic,0,0,45.0,47.0,1,carrier,189.0,24.0,13.0,21.0,1419.0,1608.0
4154,2022,8,15,2022-08-15,8,15,F9,Frontier Airlines,ULCC,F93524,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,195.0,7.0,8.0,57.0,502.0,697.0
4155,2022,8,14,2022-08-14,22,15,UA,United Airlines,Legacy,UA4178,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,201.0,32.0,9.0,21.0,1367.0,1568.0
4156,2022,8,12,2022-08-12,21,15,WN,Southwest Airlines,LCC,WN6200,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,195.0,27.0,10.0,13.0,1302.0,1497.0
4157,2022,8,22,2022-08-22,11,30,UA,United Airlines,Legacy,UA9760,IAH,LAX,1379,Domestic,0,0,15.0,24.0,1,carrier,194.0,13.0,8.0,39.0,718.0,912.0
4158,2022,8,19,2022-08-19,7,15,WN,Southwest Airlines,LCC,WN9105,IAH,LAX,1379,Domestic,0,0,74.0,91.0,1,carrier,195.0,14.0,11.0,51.0,523.0,718.0
4159,2022,8,17,2022-08-17,6,30,UA,United Airlines,Legacy,UA656,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,199.0,12.0,4.0,45.0,402.0,601.0
4160,2022,8,20,2022-08-20,8,45,UA,United Airlines,Legacy,UA592,IAH,LAX,1379,Domestic,0,0,36.0,38.0,1,carrier,194.0,17.0,7.0,50.0,578.0,772.0
4161,2022,8,6,2022-08-06,15,30,UA,United Airlines,Legacy,UA2865,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,200.0,18.0,7.0,37.0,948.0,1148.0
4162,2022,8,10,2022-08-10,7,45,F9,Frontier Airlines,ULCC,F9544,IAH,LAX,1379,Domestic,0,0,15.0,10.0,1,nas,193.0,12.0,5.0,43.0,492.0,685.0
4163,2022,8,20,2022-08-20,14,45,UA,United Airlines,Legacy,UA9139,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,187.0,26.0,3.0,45.0,911.0,1098.0
4164,2022,8,11,2022-08-11,20,15,UA,United Airlines,Legacy,UA4371,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,195.0,25.0,8.0,54.0,1240.0,1435.0
4165,2022,8,2,2022-08-02,10,15,UA,United Airlines,Legacy,UA9137,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,193.0,22.0,6.0,47.0,637.0,830.0
4166,2022,8,13,2022-08-13,12,45,UA,United Airlines,Legacy,UA4026,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,194.0,25.0,5.0,67.0,790.0,984.0
4167,2022,8,16,2022-08-16,7,15,UA,United Airlines,Legacy,UA9725,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,194.0,11.0,9.0,50.0,446.0,640.0
4168,2022,8,29,2022-08-29,6,15,UA,United Airlines,Legacy,UA6659,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,191.0,12.0,10.0,47.0,387.0,578.0
4169,2022,8,31,2022-08-31,7,15,UA,United Airlines,Legacy,UA4549,IAH,LAX,1379,Domestic,0,0,18.0,25.0,1,nas,202.0,12.0,11.0,27.0,465.0,667.0
4170,2022,8,15,2022-08-15,17,0,AA,American Airlines,Legacy,AA6356,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,195.0,24.0,5.0,79.0,1044.0,1239.0
4171,2022,8,29,2022-08-29,7,45,UA,United Airlines,Legacy,UA7281,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,192.0,9.0,4.0,38.0,474.0,666.0
4172,2022,8,3,2022-08-03,19,15,UA,United Airlines,Legacy,UA1102,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,198.0,25.0,8.0,40.0,1180.0,1378.0
4173,2022,8,21,2022-08-21,15,30,B6,JetBlue Airways,LCC,B69837,IAH,LAX,1379,Domestic,0,0,42.0,37.0,1,late_aircraft,200.0,15.0,7.0,70.0,987.0,1187.0
4174,2022,8,3,2022-08-03,12,15,UA,United Airlines,Legacy,UA6333,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,195.0,15.0,7.0,61.0,750.0,945.0
4175,2022,8,24,2022-08-24,7,0,F9,Frontier Airlines,ULCC,F99964,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,193.0,11.0,10.0,44.0,431.0,624.0
4176,2022,8,30,2022-08-30,13,15,UA,United Airlines,Legacy,UA9182,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,194.0,14.0,5.0,40.0,809.0,1003.0
4177,2022,8,7,2022-08-07,10,30,UA,United Airlines,Legacy,UA1799,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,202.0,10.0,3.0,59.0,640.0,842.0
4178,2022,8,8,2022-08-08,7,0,UA,United Airlines,Legacy,UA9700,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,195.0,13.0,5.0,49.0,433.0,628.0
4179,2022,8,13,2022-08-13,10,45,UA,United Airlines,Legacy,UA9539,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,191.0,17.0,6.0,41.0,662.0,853.0
4180,2022,8,11,2022-08-11,7,15,UA,United Airlines,Legacy,UA1795,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,203.0,11.0,10.0,40.0,446.0,649.0
4181,2022,8,26,2022-08-26,8,30,UA,United Airlines,Legacy,UA3983,IAH,LAX,1379,Domestic,0,0,0.0,0.0,0,,187.0,7.0,7.0,63.0,517.0,704.0
